GENE_ID	MUTS	MUTS_RECURRENCE	SAMPLES	P_VALUE	Q_VALUE	P_VALUE_NEG	Q_VALUE_NEG	SNP	MNP	INDELS	SYMBOL
gc19_pc.cds::gencode::SAAL1::ENSG00000166788.5	1	1	1	0.19224		0.80979		1	0	0	gc19_pc.cds::gencode::SAAL1::ENSG00000166788.5
gc19_pc.cds::gencode::PTPRO::ENSG00000151490.9	1	1	1	0.19311		0.80741		1	0	0	gc19_pc.cds::gencode::PTPRO::ENSG00000151490.9
gc19_pc.cds::gencode::PHF3::ENSG00000118482.7	1	1	1	0.19317		0.80817		1	0	0	gc19_pc.cds::gencode::PHF3::ENSG00000118482.7
gc19_pc.cds::gencode::AL589739.1::ENSG00000269753.1	1	1	1	0.19611		0.80403		1	0	0	gc19_pc.cds::gencode::AL589739.1::ENSG00000269753.1
gc19_pc.cds::gencode::PEPD::ENSG00000124299.9	1	1	1	0.19648		0.80541		1	0	0	gc19_pc.cds::gencode::PEPD::ENSG00000124299.9
gc19_pc.cds::gencode::C1orf198::ENSG00000119280.12	1	1	1	0.1968		0.80331		0	0	1	gc19_pc.cds::gencode::C1orf198::ENSG00000119280.12
gc19_pc.cds::gencode::OR8D1::ENSG00000196341.2	1	1	1	0.19716		0.80564		1	0	0	gc19_pc.cds::gencode::OR8D1::ENSG00000196341.2
gc19_pc.cds::gencode::DOCK3::ENSG00000088538.12	1	1	1	0.19805		0.80208		1	0	0	gc19_pc.cds::gencode::DOCK3::ENSG00000088538.12
gc19_pc.cds::gencode::CAV1::ENSG00000105974.7	1	1	1	0.1981		0.80498		1	0	0	gc19_pc.cds::gencode::CAV1::ENSG00000105974.7
gc19_pc.cds::gencode::FOXR2::ENSG00000189299.5	1	1	1	0.19816		0.80231		1	0	0	gc19_pc.cds::gencode::FOXR2::ENSG00000189299.5
gc19_pc.cds::gencode::PPL::ENSG00000118898.11	1	1	1	0.19863		0.8024		1	0	0	gc19_pc.cds::gencode::PPL::ENSG00000118898.11
gc19_pc.cds::gencode::P4HA2::ENSG00000072682.14	1	1	1	0.19911		0.80093		1	0	0	gc19_pc.cds::gencode::P4HA2::ENSG00000072682.14
gc19_pc.cds::gencode::TMEM155::ENSG00000164112.8	1	1	1	0.19982		0.80091		1	0	0	gc19_pc.cds::gencode::TMEM155::ENSG00000164112.8
gc19_pc.cds::gencode::TRIM39-RPP21::ENSG00000248167.3	1	1	1	0.20001		0.80346		1	0	0	gc19_pc.cds::gencode::TRIM39-RPP21::ENSG00000248167.3
gc19_pc.cds::gencode::AKT3::ENSG00000117020.12	1	1	1	0.20021		0.80035		1	0	0	gc19_pc.cds::gencode::AKT3::ENSG00000117020.12
gc19_pc.cds::gencode::NAALADL1::ENSG00000168060.10	1	1	1	0.20075		0.79946		1	0	0	gc19_pc.cds::gencode::NAALADL1::ENSG00000168060.10
gc19_pc.cds::gencode::UNC13A::ENSG00000130477.10	2	2	2	0.20197	0.7205563076923076	0.79803	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::UNC13A::ENSG00000130477.10
gc19_pc.cds::gencode::SLC28A2::ENSG00000137860.7	1	1	1	0.20249		0.79762		1	0	0	gc19_pc.cds::gencode::SLC28A2::ENSG00000137860.7
gc19_pc.cds::gencode::GSE1::ENSG00000131149.13	1	1	1	0.2029		0.79712		1	0	0	gc19_pc.cds::gencode::GSE1::ENSG00000131149.13
gc19_pc.cds::gencode::PIWIL1::ENSG00000125207.3	1	1	1	0.20293		0.79717		1	0	0	gc19_pc.cds::gencode::PIWIL1::ENSG00000125207.3
gc19_pc.cds::gencode::SMPD1::ENSG00000166311.5	1	1	1	0.20338		0.79666		1	0	0	gc19_pc.cds::gencode::SMPD1::ENSG00000166311.5
gc19_pc.cds::gencode::ADRA2B::ENSG00000222040.3	1	1	1	0.20382		0.79632		1	0	0	gc19_pc.cds::gencode::ADRA2B::ENSG00000222040.3
gc19_pc.cds::gencode::SENP3::ENSG00000161956.8	1	1	1	0.20576		0.79692		1	0	0	gc19_pc.cds::gencode::SENP3::ENSG00000161956.8
gc19_pc.cds::gencode::NDC80::ENSG00000080986.8	1	1	1	0.20595		0.79414		1	0	0	gc19_pc.cds::gencode::NDC80::ENSG00000080986.8
gc19_pc.cds::gencode::MPPED1::ENSG00000186732.9	1	1	1	0.20624		0.79674		1	0	0	gc19_pc.cds::gencode::MPPED1::ENSG00000186732.9
gc19_pc.cds::gencode::ASXL3::ENSG00000141431.5	3	3	3	0.20651	0.7205563076923076	0.79349	0.9946972549019608	3	0	0	gc19_pc.cds::gencode::ASXL3::ENSG00000141431.5
gc19_pc.cds::gencode::SOWAHB::ENSG00000186212.2	1	1	1	0.20698		0.79366		1	0	0	gc19_pc.cds::gencode::SOWAHB::ENSG00000186212.2
gc19_pc.cds::gencode::FRMD4B::ENSG00000114541.10	1	1	1	0.20998		0.79013		1	0	0	gc19_pc.cds::gencode::FRMD4B::ENSG00000114541.10
gc19_pc.cds::gencode::MDN1::ENSG00000112159.7	2	2	2	0.21036	0.7205563076923076	0.78964	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::MDN1::ENSG00000112159.7
gc19_pc.cds::gencode::NLRP4::ENSG00000160505.11	2	2	2	0.2104	0.7205563076923076	0.7896	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::NLRP4::ENSG00000160505.11
gc19_pc.cds::gencode::HHLA2::ENSG00000114455.9	1	1	1	0.2107		0.78951		1	0	0	gc19_pc.cds::gencode::HHLA2::ENSG00000114455.9
gc19_pc.cds::gencode::COL10A1::ENSG00000123500.5	4	4	2	0.21131	0.7205563076923076	0.78869	0.9946972549019608	4	0	0	gc19_pc.cds::gencode::COL10A1::ENSG00000123500.5
gc19_pc.cds::gencode::NDST4::ENSG00000138653.5	1	1	1	0.21178		0.7892		1	0	0	gc19_pc.cds::gencode::NDST4::ENSG00000138653.5
gc19_pc.cds::gencode::CDH26::ENSG00000124215.12	1	1	1	0.21241		0.78787		1	0	0	gc19_pc.cds::gencode::CDH26::ENSG00000124215.12
gc19_pc.cds::gencode::TPCN1::ENSG00000186815.8	1	1	1	0.21428		0.78577		1	0	0	gc19_pc.cds::gencode::TPCN1::ENSG00000186815.8
gc19_pc.cds::gencode::ATXN1::ENSG00000124788.13	1	1	1	0.21446		0.7861		1	0	0	gc19_pc.cds::gencode::ATXN1::ENSG00000124788.13
gc19_pc.cds::gencode::TSHZ3::ENSG00000121297.6	2	2	2	0.21454	0.7205563076923076	0.78546	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::TSHZ3::ENSG00000121297.6
gc19_pc.cds::gencode::KIAA1598::ENSG00000187164.13	1	1	1	0.21465		0.78593		1	0	0	gc19_pc.cds::gencode::KIAA1598::ENSG00000187164.13
gc19_pc.cds::gencode::LRFN1::ENSG00000128011.4	1	1	1	0.21504		0.785		1	0	0	gc19_pc.cds::gencode::LRFN1::ENSG00000128011.4
gc19_pc.cds::gencode::DDX39A::ENSG00000123136.10	1	1	1	0.21606		0.78415		1	0	0	gc19_pc.cds::gencode::DDX39A::ENSG00000123136.10
gc19_pc.cds::gencode::EXD3::ENSG00000187609.11	1	1	1	0.2162		0.7839		1	0	0	gc19_pc.cds::gencode::EXD3::ENSG00000187609.11
gc19_pc.cds::gencode::PTPMT1::ENSG00000110536.9	1	1	1	0.21678		0.78487		1	0	0	gc19_pc.cds::gencode::PTPMT1::ENSG00000110536.9
gc19_pc.cds::gencode::MYH3::ENSG00000109063.10	1	1	1	0.21757		0.7825		1	0	0	gc19_pc.cds::gencode::MYH3::ENSG00000109063.10
gc19_pc.cds::gencode::PCM1::ENSG00000078674.13	1	1	1	0.21788		0.78226		1	0	0	gc19_pc.cds::gencode::PCM1::ENSG00000078674.13
gc19_pc.cds::gencode::SPRED2::ENSG00000198369.5	1	1	1	0.21816		0.78199		1	0	0	gc19_pc.cds::gencode::SPRED2::ENSG00000198369.5
gc19_pc.cds::gencode::ADAM28::ENSG00000042980.8	1	1	1	0.21833		0.78204		1	0	0	gc19_pc.cds::gencode::ADAM28::ENSG00000042980.8
gc19_pc.cds::gencode::SLAMF1::ENSG00000117090.10	1	1	1	0.21852		0.78165		1	0	0	gc19_pc.cds::gencode::SLAMF1::ENSG00000117090.10
gc19_pc.cds::gencode::YARS2::ENSG00000139131.8	1	1	1	0.2187		0.78242		1	0	0	gc19_pc.cds::gencode::YARS2::ENSG00000139131.8
gc19_pc.cds::gencode::VWDE::ENSG00000146530.7	2	2	2	0.21872	0.7205563076923076	0.78128	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::VWDE::ENSG00000146530.7
gc19_pc.cds::gencode::BMPER::ENSG00000164619.4	1	1	1	0.21872		0.78216		1	0	0	gc19_pc.cds::gencode::BMPER::ENSG00000164619.4
gc19_pc.cds::gencode::ADD3::ENSG00000148700.9	1	1	1	0.21885		0.78118		1	0	0	gc19_pc.cds::gencode::ADD3::ENSG00000148700.9
gc19_pc.cds::gencode::NCKAP1L::ENSG00000123338.8	1	1	1	0.21888		0.78144		1	0	0	gc19_pc.cds::gencode::NCKAP1L::ENSG00000123338.8
gc19_pc.cds::gencode::HAUS8::ENSG00000131351.10	1	1	1	0.21893		0.78525		1	0	0	gc19_pc.cds::gencode::HAUS8::ENSG00000131351.10
gc19_pc.cds::gencode::LRP1B::ENSG00000168702.12	1	1	1	0.21933		0.78123		1	0	0	gc19_pc.cds::gencode::LRP1B::ENSG00000168702.12
gc19_pc.cds::gencode::ACOXL::ENSG00000153093.14	1	1	1	0.2197		0.78037		1	0	0	gc19_pc.cds::gencode::ACOXL::ENSG00000153093.14
gc19_pc.cds::gencode::TRNT1::ENSG00000072756.12	2	2	2	0.21972	0.7205563076923076	0.78028	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::TRNT1::ENSG00000072756.12
gc19_pc.cds::gencode::OR6V1::ENSG00000225781.1	1	1	1	0.21987		0.78034		1	0	0	gc19_pc.cds::gencode::OR6V1::ENSG00000225781.1
gc19_pc.cds::gencode::H1FNT::ENSG00000187166.1	1	1	1	0.22151		0.783		1	0	0	gc19_pc.cds::gencode::H1FNT::ENSG00000187166.1
gc19_pc.cds::gencode::TMEM177::ENSG00000144120.8	1	1	1	0.22238		0.7792		1	0	0	gc19_pc.cds::gencode::TMEM177::ENSG00000144120.8
gc19_pc.cds::gencode::ABCB11::ENSG00000073734.8	1	1	1	0.2224		0.77765		1	0	0	gc19_pc.cds::gencode::ABCB11::ENSG00000073734.8
gc19_pc.cds::gencode::MEI1::ENSG00000167077.8	1	1	1	0.22245		0.77761		1	0	0	gc19_pc.cds::gencode::MEI1::ENSG00000167077.8
gc19_pc.cds::gencode::ADAP1::ENSG00000105963.9	2	2	1	0.22274		0.77726		2	0	0	gc19_pc.cds::gencode::ADAP1::ENSG00000105963.9
gc19_pc.cds::gencode::MYCN::ENSG00000134323.10	1	1	1	0.22396		0.77661		1	0	0	gc19_pc.cds::gencode::MYCN::ENSG00000134323.10
gc19_pc.cds::gencode::RPAP1::ENSG00000103932.7	1	1	1	0.22404		0.77602		1	0	0	gc19_pc.cds::gencode::RPAP1::ENSG00000103932.7
gc19_pc.cds::gencode::SERPIND1::ENSG00000099937.6	1	1	1	0.22476		0.77545		0	1	0	gc19_pc.cds::gencode::SERPIND1::ENSG00000099937.6
gc19_pc.cds::gencode::LEPRE1::ENSG00000117385.11	1	1	1	0.22481		0.77534		1	0	0	gc19_pc.cds::gencode::LEPRE1::ENSG00000117385.11
gc19_pc.cds::gencode::PCDHA2::ENSG00000204969.5	2	2	2	0.225	0.7205563076923076	0.77501	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::PCDHA2::ENSG00000204969.5
gc19_pc.cds::gencode::CTNNA3::ENSG00000183230.12	2	2	2	0.22505	0.7205563076923076	0.77495	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::CTNNA3::ENSG00000183230.12
gc19_pc.cds::gencode::CUZD1::ENSG00000138161.8	3	3	2	0.2258	0.7205563076923076	0.7742	0.9946972549019608	3	0	0	gc19_pc.cds::gencode::CUZD1::ENSG00000138161.8
gc19_pc.cds::gencode::EBF2::ENSG00000221818.4	1	1	1	0.22681		0.77704		1	0	0	gc19_pc.cds::gencode::EBF2::ENSG00000221818.4
gc19_pc.cds::gencode::STAB1::ENSG00000010327.6	2	2	2	0.22736	0.7205563076923076	0.77264	0.9946972549019608	1	0	1	gc19_pc.cds::gencode::STAB1::ENSG00000010327.6
gc19_pc.cds::gencode::ITGA1::ENSG00000213949.4	1	1	1	0.22743		0.77263		1	0	0	gc19_pc.cds::gencode::ITGA1::ENSG00000213949.4
gc19_pc.cds::gencode::TIMP2::ENSG00000035862.8	1	1	1	0.22809		0.77769		1	0	0	gc19_pc.cds::gencode::TIMP2::ENSG00000035862.8
gc19_pc.cds::gencode::DUSP19::ENSG00000162999.8	1	1	1	0.22876		0.7721		1	0	0	gc19_pc.cds::gencode::DUSP19::ENSG00000162999.8
gc19_pc.cds::gencode::ADAM8::ENSG00000151651.11	1	1	1	0.23084		0.76923		1	0	0	gc19_pc.cds::gencode::ADAM8::ENSG00000151651.11
gc19_pc.cds::gencode::USP7::ENSG00000187555.10	1	1	1	0.2309		0.76916		1	0	0	gc19_pc.cds::gencode::USP7::ENSG00000187555.10
gc19_pc.cds::gencode::OR4S2::ENSG00000174982.2	1	1	1	0.23136		0.76879		1	0	0	gc19_pc.cds::gencode::OR4S2::ENSG00000174982.2
gc19_pc.cds::gencode::EFHD1::ENSG00000115468.7	1	1	1	0.23157		0.76867		1	0	0	gc19_pc.cds::gencode::EFHD1::ENSG00000115468.7
gc19_pc.cds::gencode::PPP1R13L::ENSG00000104881.10	1	1	1	0.23246		0.76802		1	0	0	gc19_pc.cds::gencode::PPP1R13L::ENSG00000104881.10
gc19_pc.cds::gencode::NOTCH3::ENSG00000074181.4	1	1	1	0.23267		0.76742		1	0	0	gc19_pc.cds::gencode::NOTCH3::ENSG00000074181.4
gc19_pc.cds::gencode::GRAMD4::ENSG00000075240.12	2	2	1	0.23308		0.76693		2	0	0	gc19_pc.cds::gencode::GRAMD4::ENSG00000075240.12
gc19_pc.cds::gencode::NELFB::ENSG00000188986.4	1	1	1	0.23364		0.76645		1	0	0	gc19_pc.cds::gencode::NELFB::ENSG00000188986.4
gc19_pc.cds::gencode::TMIGD2::ENSG00000167664.4	1	1	1	0.23409		0.7661		1	0	0	gc19_pc.cds::gencode::TMIGD2::ENSG00000167664.4
gc19_pc.cds::gencode::LGSN::ENSG00000146166.12	1	1	1	0.23528		0.76512		1	0	0	gc19_pc.cds::gencode::LGSN::ENSG00000146166.12
gc19_pc.cds::gencode::PTPRK::ENSG00000152894.10	1	1	1	0.23701		0.76305		0	1	0	gc19_pc.cds::gencode::PTPRK::ENSG00000152894.10
gc19_pc.cds::gencode::C17orf112::ENSG00000227011.1	1	1	1	0.23703		0.76328		1	0	0	gc19_pc.cds::gencode::C17orf112::ENSG00000227011.1
gc19_pc.cds::gencode::CSPG5::ENSG00000114646.5	1	1	1	0.23806		0.76419		1	0	0	gc19_pc.cds::gencode::CSPG5::ENSG00000114646.5
gc19_pc.cds::gencode::MEFV::ENSG00000103313.7	1	1	1	0.23836		0.76176		1	0	0	gc19_pc.cds::gencode::MEFV::ENSG00000103313.7
gc19_pc.cds::gencode::EPHA8::ENSG00000070886.6	1	1	1	0.23986		0.76119		1	0	0	gc19_pc.cds::gencode::EPHA8::ENSG00000070886.6
gc19_pc.cds::gencode::VPS37A::ENSG00000155975.5	1	1	1	0.23994		0.76021		1	0	0	gc19_pc.cds::gencode::VPS37A::ENSG00000155975.5
gc19_pc.cds::gencode::KIAA0556::ENSG00000047578.8	1	1	1	0.24012		0.75991		1	0	0	gc19_pc.cds::gencode::KIAA0556::ENSG00000047578.8
gc19_pc.cds::gencode::XKR4::ENSG00000206579.7	1	1	1	0.24146		0.7603		1	0	0	gc19_pc.cds::gencode::XKR4::ENSG00000206579.7
gc19_pc.cds::gencode::RRAD::ENSG00000166592.7	1	1	1	0.24173		0.75904		1	0	0	gc19_pc.cds::gencode::RRAD::ENSG00000166592.7
gc19_pc.cds::gencode::TOP3A::ENSG00000177302.10	1	1	1	0.24223		0.75833		1	0	0	gc19_pc.cds::gencode::TOP3A::ENSG00000177302.10
gc19_pc.cds::gencode::INTS3::ENSG00000143624.9	1	1	1	0.24228		0.75931		1	0	0	gc19_pc.cds::gencode::INTS3::ENSG00000143624.9
gc19_pc.cds::gencode::ORC5::ENSG00000164815.6	1	1	1	0.24276		0.75738		1	0	0	gc19_pc.cds::gencode::ORC5::ENSG00000164815.6
gc19_pc.cds::gencode::TARBP2::ENSG00000139546.6	1	1	1	0.24402		0.75618		1	0	0	gc19_pc.cds::gencode::TARBP2::ENSG00000139546.6
gc19_pc.cds::gencode::GABBR1::ENSG00000204681.6	1	1	1	0.24446		0.75559		1	0	0	gc19_pc.cds::gencode::GABBR1::ENSG00000204681.6
gc19_pc.cds::gencode::CNTN1::ENSG00000018236.10	1	1	1	0.24538		0.75468		1	0	0	gc19_pc.cds::gencode::CNTN1::ENSG00000018236.10
gc19_pc.cds::gencode::AR::ENSG00000169083.11	1	1	1	0.24553		0.75571		1	0	0	gc19_pc.cds::gencode::AR::ENSG00000169083.11
gc19_pc.cds::gencode::SYTL4::ENSG00000102362.11	2	2	2	0.24628	0.7686921212121212	0.75372	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::SYTL4::ENSG00000102362.11
gc19_pc.cds::gencode::ZC3H15::ENSG00000065548.13	1	1	1	0.24709		0.7532		1	0	0	gc19_pc.cds::gencode::ZC3H15::ENSG00000065548.13
gc19_pc.cds::gencode::RBL2::ENSG00000103479.10	1	1	1	0.24725		0.75329		1	0	0	gc19_pc.cds::gencode::RBL2::ENSG00000103479.10
gc19_pc.cds::gencode::CLN6::ENSG00000128973.7	1	1	1	0.24744		0.7527		1	0	0	gc19_pc.cds::gencode::CLN6::ENSG00000128973.7
gc19_pc.cds::gencode::ZNF227::ENSG00000131115.11	1	1	1	0.24751		0.7535		1	0	0	gc19_pc.cds::gencode::ZNF227::ENSG00000131115.11
gc19_pc.cds::gencode::SKOR1::ENSG00000188779.6	1	1	1	0.24763		0.75238		1	0	0	gc19_pc.cds::gencode::SKOR1::ENSG00000188779.6
gc19_pc.cds::gencode::MESDC1::ENSG00000140406.2	1	1	1	0.24881		0.75151		1	0	0	gc19_pc.cds::gencode::MESDC1::ENSG00000140406.2
gc19_pc.cds::gencode::ADCY8::ENSG00000155897.5	1	1	1	0.24938		0.75064		1	0	0	gc19_pc.cds::gencode::ADCY8::ENSG00000155897.5
gc19_pc.cds::gencode::RNF25::ENSG00000163481.3	1	1	1	0.24983		0.75126		1	0	0	gc19_pc.cds::gencode::RNF25::ENSG00000163481.3
gc19_pc.cds::gencode::OC90::ENSG00000253117.4	1	1	1	0.24985		0.75378		1	0	0	gc19_pc.cds::gencode::OC90::ENSG00000253117.4
gc19_pc.cds::gencode::TCL1B::ENSG00000213231.8	1	1	1	0.2499		0.75044		1	0	0	gc19_pc.cds::gencode::TCL1B::ENSG00000213231.8
gc19_pc.cds::gencode::LAMA5::ENSG00000130702.9	1	1	1	0.25009		0.74991		1	0	0	gc19_pc.cds::gencode::LAMA5::ENSG00000130702.9
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7	2	2	2	0.25084	0.7693797058823528	0.74916	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::KRAS::ENSG00000133703.7
gc19_pc.cds::gencode::GCC2::ENSG00000135968.15	1	1	1	0.25099		0.74904		1	0	0	gc19_pc.cds::gencode::GCC2::ENSG00000135968.15
gc19_pc.cds::gencode::C19orf26::ENSG00000099625.8	1	1	1	0.25128		0.74912		1	0	0	gc19_pc.cds::gencode::C19orf26::ENSG00000099625.8
gc19_pc.cds::gencode::PTCH1::ENSG00000185920.11	1	1	1	0.25194		0.74808		1	0	0	gc19_pc.cds::gencode::PTCH1::ENSG00000185920.11
gc19_pc.cds::gencode::TMPRSS15::ENSG00000154646.4	1	1	1	0.25202		0.74819		1	0	0	gc19_pc.cds::gencode::TMPRSS15::ENSG00000154646.4
gc19_pc.cds::gencode::EFCAB5::ENSG00000176927.10	1	1	1	0.2525		0.74752		1	0	0	gc19_pc.cds::gencode::EFCAB5::ENSG00000176927.10
gc19_pc.cds::gencode::DGKD::ENSG00000077044.5	1	1	1	0.25343		0.74665		1	0	0	gc19_pc.cds::gencode::DGKD::ENSG00000077044.5
gc19_pc.cds::gencode::UNC45B::ENSG00000141161.7	1	1	1	0.25353		0.74653		1	0	0	gc19_pc.cds::gencode::UNC45B::ENSG00000141161.7
gc19_pc.cds::gencode::SLC6A1::ENSG00000157103.6	2	2	2	0.25397	0.7693797058823528	0.74603	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::SLC6A1::ENSG00000157103.6
gc19_pc.cds::gencode::COBL::ENSG00000106078.13	1	1	1	0.25399		0.74611		1	0	0	gc19_pc.cds::gencode::COBL::ENSG00000106078.13
gc19_pc.cds::gencode::ATP8B2::ENSG00000143515.12	1	1	1	0.25434		0.74666		1	0	0	gc19_pc.cds::gencode::ATP8B2::ENSG00000143515.12
gc19_pc.cds::gencode::PAX8::ENSG00000125618.12	1	1	1	0.25451		0.74661		1	0	0	gc19_pc.cds::gencode::PAX8::ENSG00000125618.12
gc19_pc.cds::gencode::PPM1F::ENSG00000100034.9	2	2	1	0.25529		0.74471		1	0	1	gc19_pc.cds::gencode::PPM1F::ENSG00000100034.9
gc19_pc.cds::gencode::C12orf55::ENSG00000188596.5	1	1	1	0.25543		0.74465		1	0	0	gc19_pc.cds::gencode::C12orf55::ENSG00000188596.5
gc19_pc.cds::gencode::CDX4::ENSG00000131264.3	1	1	1	0.25589		0.74435		1	0	0	gc19_pc.cds::gencode::CDX4::ENSG00000131264.3
gc19_pc.cds::gencode::PAN2::ENSG00000135473.10	1	1	1	0.25622		0.74393		1	0	0	gc19_pc.cds::gencode::PAN2::ENSG00000135473.10
gc19_pc.cds::gencode::HEXDC::ENSG00000169660.11	1	1	1	0.25729		0.74478		1	0	0	gc19_pc.cds::gencode::HEXDC::ENSG00000169660.11
gc19_pc.cds::gencode::GABRA6::ENSG00000145863.6	1	1	1	0.25827		0.74186		1	0	0	gc19_pc.cds::gencode::GABRA6::ENSG00000145863.6
gc19_pc.cds::gencode::TENM3::ENSG00000218336.3	1	1	1	0.25875		0.74129		1	0	0	gc19_pc.cds::gencode::TENM3::ENSG00000218336.3
gc19_pc.cds::gencode::MORN1::ENSG00000116151.9	1	1	1	0.25887		0.74328		1	0	0	gc19_pc.cds::gencode::MORN1::ENSG00000116151.9
gc19_pc.cds::gencode::TNS4::ENSG00000131746.8	1	1	1	0.25894		0.74119		1	0	0	gc19_pc.cds::gencode::TNS4::ENSG00000131746.8
gc19_pc.cds::gencode::PRKAA2::ENSG00000162409.6	1	1	1	0.25949		0.74054		1	0	0	gc19_pc.cds::gencode::PRKAA2::ENSG00000162409.6
gc19_pc.cds::gencode::GPX5::ENSG00000224586.2	1	1	1	0.26106		0.74229		1	0	0	gc19_pc.cds::gencode::GPX5::ENSG00000224586.2
gc19_pc.cds::gencode::MGAM::ENSG00000257335.4	2	2	2	0.26126	0.7696276056338027	0.73874	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::MGAM::ENSG00000257335.4
gc19_pc.cds::gencode::ANKRD24::ENSG00000089847.8	2	2	2	0.26208	0.7696276056338027	0.73793	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::ANKRD24::ENSG00000089847.8
gc19_pc.cds::gencode::GSDMC::ENSG00000147697.4	1	1	1	0.2622		0.73799		1	0	0	gc19_pc.cds::gencode::GSDMC::ENSG00000147697.4
gc19_pc.cds::gencode::RELN::ENSG00000189056.9	1	1	1	0.26325		0.73675		1	0	0	gc19_pc.cds::gencode::RELN::ENSG00000189056.9
gc19_pc.cds::gencode::HECW2::ENSG00000138411.6	1	1	1	0.26449		0.73555		1	0	0	gc19_pc.cds::gencode::HECW2::ENSG00000138411.6
gc19_pc.cds::gencode::RTL1::ENSG00000254656.1	1	1	1	0.26491		0.73519		1	0	0	gc19_pc.cds::gencode::RTL1::ENSG00000254656.1
gc19_pc.cds::gencode::PCDHGA7::ENSG00000253537.1	2	2	2	0.26526	0.7696276056338027	0.73474	0.9946972549019608	2	0	0	gc19_pc.cds::gencode::PCDHGA7::ENSG00000253537.1
gc19_pc.cds::gencode::C10orf76::ENSG00000120029.8	1	1	1	0.26526		0.73477		1	0	0	gc19_pc.cds::gencode::C10orf76::ENSG00000120029.8
gc19_pc.cds::gencode::TSHR::ENSG00000165409.11	1	1	1	0.26698		0.73344		1	0	0	gc19_pc.cds::gencode::TSHR::ENSG00000165409.11
gc19_pc.cds::gencode::BANF2::ENSG00000125888.10	1	1	1	0.26732		0.74065		1	0	0	gc19_pc.cds::gencode::BANF2::ENSG00000125888.10
gc19_pc.cds::gencode::KCNK2::ENSG00000082482.9	1	1	1	0.2676		0.73269		1	0	0	gc19_pc.cds::gencode::KCNK2::ENSG00000082482.9
gc19_pc.cds::gencode::OR56A1::ENSG00000180934.5	1	1	1	0.26936		0.73088		1	0	0	gc19_pc.cds::gencode::OR56A1::ENSG00000180934.5
gc19_pc.cds::gencode::LPHN3::ENSG00000150471.11	1	1	1	0.27002		0.73005		1	0	0	gc19_pc.cds::gencode::LPHN3::ENSG00000150471.11
gc19_pc.cds::gencode::ACTL7B::ENSG00000148156.6	1	1	1	0.27027		0.73007		1	0	0	gc19_pc.cds::gencode::ACTL7B::ENSG00000148156.6
gc19_pc.cds::gencode::CHMP7::ENSG00000147457.9	1	1	1	0.2704		0.72963		1	0	0	gc19_pc.cds::gencode::CHMP7::ENSG00000147457.9
gc19_pc.cds::gencode::SUCLA2::ENSG00000136143.9	1	1	1	0.27049		0.73026		1	0	0	gc19_pc.cds::gencode::SUCLA2::ENSG00000136143.9
gc19_pc.cds::gencode::ATOH1::ENSG00000172238.3	1	1	1	0.27068		0.72944		1	0	0	gc19_pc.cds::gencode::ATOH1::ENSG00000172238.3
gc19_pc.cds::gencode::LMAN1L::ENSG00000140506.12	1	1	1	0.27134		0.72886		1	0	0	gc19_pc.cds::gencode::LMAN1L::ENSG00000140506.12
gc19_pc.cds::gencode::PHTF2::ENSG00000006576.12	1	1	1	0.27192		0.72831		1	0	0	gc19_pc.cds::gencode::PHTF2::ENSG00000006576.12
gc19_pc.cds::gencode::PRKCD::ENSG00000163932.9	1	1	1	0.27256		0.72767		1	0	0	gc19_pc.cds::gencode::PRKCD::ENSG00000163932.9
gc19_pc.cds::gencode::C8orf49::ENSG00000255394.2	1	1	1	0.27307		0.72727		1	0	0	gc19_pc.cds::gencode::C8orf49::ENSG00000255394.2
gc19_pc.cds::gencode::FNTB::ENSG00000257365.3	1	1	1	0.27326		0.72692		1	0	0	gc19_pc.cds::gencode::FNTB::ENSG00000257365.3
gc19_pc.cds::gencode::MYH2::ENSG00000125414.14	2	2	1	0.27359		0.72641		2	0	0	gc19_pc.cds::gencode::MYH2::ENSG00000125414.14
gc19_pc.cds::gencode::OR5P3::ENSG00000182334.1	1	1	1	0.27413		0.72856		1	0	0	gc19_pc.cds::gencode::OR5P3::ENSG00000182334.1
gc19_pc.cds::gencode::SLFN13::ENSG00000154760.9	1	1	1	0.27422		0.72583		1	0	0	gc19_pc.cds::gencode::SLFN13::ENSG00000154760.9
gc19_pc.cds::gencode::FAM115A::ENSG00000198420.5	1	1	1	0.27433		0.7257		1	0	0	gc19_pc.cds::gencode::FAM115A::ENSG00000198420.5
gc19_pc.cds::gencode::WNT2::ENSG00000105989.4	1	1	1	0.27447		0.72558		1	0	0	gc19_pc.cds::gencode::WNT2::ENSG00000105989.4
